sample_id	fastq1_file	fastq2_file
SAMEA3864972	ERR1775601/ERR1775601_1.fastq.gz	ERR1775601/ERR1775601_2.fastq.gz
SAMEA3864973	ERR1775578/ERR1775578_1.fastq.gz	ERR1775578/ERR1775578_2.fastq.gz
SAMEA3864973	ERR1775590/ERR1775590_1.fastq.gz	ERR1775590/ERR1775590_2.fastq.gz
SAMEA3864973	ERR1775602/ERR1775602_1.fastq.gz	ERR1775602/ERR1775602_2.fastq.gz
SAMEA3864975	ERR1775567/ERR1775567_1.fastq.gz	ERR1775567/ERR1775567_2.fastq.gz
SAMEA3864975	ERR1775579/ERR1775579_1.fastq.gz	ERR1775579/ERR1775579_2.fastq.gz
SAMEA3864975	ERR1775591/ERR1775591_1.fastq.gz	ERR1775591/ERR1775591_2.fastq.gz
SAMEA3864976	ERR1775568/ERR1775568_1.fastq.gz	ERR1775568/ERR1775568_2.fastq.gz
SAMEA3864976	ERR1775580/ERR1775580_1.fastq.gz	ERR1775580/ERR1775580_2.fastq.gz
SAMEA3864976	ERR1775592/ERR1775592_1.fastq.gz	ERR1775592/ERR1775592_2.fastq.gz
SAMEA3864978	ERR1775569/ERR1775569_1.fastq.gz	ERR1775569/ERR1775569_2.fastq.gz
SAMEA3864978	ERR1775581/ERR1775581_1.fastq.gz	ERR1775581/ERR1775581_2.fastq.gz
SAMEA3864978	ERR1775593/ERR1775593_1.fastq.gz	ERR1775593/ERR1775593_2.fastq.gz
SAMEA3864979	ERR1775330/ERR1775330_1.fastq.gz	ERR1775330/ERR1775330_2.fastq.gz
SAMEA3864979	ERR1775348/ERR1775348_1.fastq.gz	ERR1775348/ERR1775348_2.fastq.gz
SAMEA3864979	ERR1775366/ERR1775366_1.fastq.gz	ERR1775366/ERR1775366_2.fastq.gz
SAMEA3864979	ERR1775384/ERR1775384_1.fastq.gz	ERR1775384/ERR1775384_2.fastq.gz
SAMEA3864979	ERR1775402/ERR1775402_1.fastq.gz	ERR1775402/ERR1775402_2.fastq.gz
SAMEA3864979	ERR1775420/ERR1775420_1.fastq.gz	ERR1775420/ERR1775420_2.fastq.gz
SAMEA3864979	ERR1775438/ERR1775438_1.fastq.gz	ERR1775438/ERR1775438_2.fastq.gz
SAMEA3864979	ERR1775456/ERR1775456_1.fastq.gz	ERR1775456/ERR1775456_2.fastq.gz
SAMEA3864979	ERR1775474/ERR1775474_1.fastq.gz	ERR1775474/ERR1775474_2.fastq.gz
SAMEA3864979	ERR1775492/ERR1775492_1.fastq.gz	ERR1775492/ERR1775492_2.fastq.gz
SAMEA3864979	ERR1775510/ERR1775510_1.fastq.gz	ERR1775510/ERR1775510_2.fastq.gz
SAMEA3864979	ERR1775570/ERR1775570_1.fastq.gz	ERR1775570/ERR1775570_2.fastq.gz
SAMEA3864979	ERR1775582/ERR1775582_1.fastq.gz	ERR1775582/ERR1775582_2.fastq.gz
SAMEA3864979	ERR1775594/ERR1775594_1.fastq.gz	ERR1775594/ERR1775594_2.fastq.gz
SAMEA3864980	ERR1775329/ERR1775329_1.fastq.gz	ERR1775329/ERR1775329_2.fastq.gz
SAMEA3864980	ERR1775347/ERR1775347_1.fastq.gz	ERR1775347/ERR1775347_2.fastq.gz
SAMEA3864980	ERR1775365/ERR1775365_1.fastq.gz	ERR1775365/ERR1775365_2.fastq.gz
SAMEA3864980	ERR1775383/ERR1775383_1.fastq.gz	ERR1775383/ERR1775383_2.fastq.gz
SAMEA3864980	ERR1775401/ERR1775401_1.fastq.gz	ERR1775401/ERR1775401_2.fastq.gz
SAMEA3864980	ERR1775419/ERR1775419_1.fastq.gz	ERR1775419/ERR1775419_2.fastq.gz
SAMEA3864980	ERR1775437/ERR1775437_1.fastq.gz	ERR1775437/ERR1775437_2.fastq.gz
SAMEA3864980	ERR1775455/ERR1775455_1.fastq.gz	ERR1775455/ERR1775455_2.fastq.gz
SAMEA3864980	ERR1775473/ERR1775473_1.fastq.gz	ERR1775473/ERR1775473_2.fastq.gz
SAMEA3864980	ERR1775491/ERR1775491_1.fastq.gz	ERR1775491/ERR1775491_2.fastq.gz
SAMEA3864980	ERR1775509/ERR1775509_1.fastq.gz	ERR1775509/ERR1775509_2.fastq.gz
SAMEA3864980	ERR1775571/ERR1775571_1.fastq.gz	ERR1775571/ERR1775571_2.fastq.gz
SAMEA3864980	ERR1775583/ERR1775583_1.fastq.gz	ERR1775583/ERR1775583_2.fastq.gz
SAMEA3864980	ERR1775595/ERR1775595_1.fastq.gz	ERR1775595/ERR1775595_2.fastq.gz
SAMEA3864981	ERR1775331/ERR1775331_1.fastq.gz	ERR1775331/ERR1775331_2.fastq.gz
SAMEA3864981	ERR1775349/ERR1775349_1.fastq.gz	ERR1775349/ERR1775349_2.fastq.gz
SAMEA3864981	ERR1775367/ERR1775367_1.fastq.gz	ERR1775367/ERR1775367_2.fastq.gz
SAMEA3864981	ERR1775385/ERR1775385_1.fastq.gz	ERR1775385/ERR1775385_2.fastq.gz
SAMEA3864981	ERR1775403/ERR1775403_1.fastq.gz	ERR1775403/ERR1775403_2.fastq.gz
SAMEA3864981	ERR1775421/ERR1775421_1.fastq.gz	ERR1775421/ERR1775421_2.fastq.gz
SAMEA3864981	ERR1775439/ERR1775439_1.fastq.gz	ERR1775439/ERR1775439_2.fastq.gz
SAMEA3864981	ERR1775457/ERR1775457_1.fastq.gz	ERR1775457/ERR1775457_2.fastq.gz
SAMEA3864981	ERR1775475/ERR1775475_1.fastq.gz	ERR1775475/ERR1775475_2.fastq.gz
SAMEA3864981	ERR1775493/ERR1775493_1.fastq.gz	ERR1775493/ERR1775493_2.fastq.gz
SAMEA3864981	ERR1775511/ERR1775511_1.fastq.gz	ERR1775511/ERR1775511_2.fastq.gz
SAMEA3864981	ERR1775572/ERR1775572_1.fastq.gz	ERR1775572/ERR1775572_2.fastq.gz
SAMEA3864981	ERR1775584/ERR1775584_1.fastq.gz	ERR1775584/ERR1775584_2.fastq.gz
SAMEA3864981	ERR1775596/ERR1775596_1.fastq.gz	ERR1775596/ERR1775596_2.fastq.gz
SAMEA3864982	ERR1775573/ERR1775573_1.fastq.gz	ERR1775573/ERR1775573_2.fastq.gz
SAMEA3864982	ERR1775585/ERR1775585_1.fastq.gz	ERR1775585/ERR1775585_2.fastq.gz
SAMEA3864982	ERR1775597/ERR1775597_1.fastq.gz	ERR1775597/ERR1775597_2.fastq.gz
SAMEA3864984	ERR1775339/ERR1775339_1.fastq.gz	ERR1775339/ERR1775339_2.fastq.gz
SAMEA3864984	ERR1775357/ERR1775357_1.fastq.gz	ERR1775357/ERR1775357_2.fastq.gz
SAMEA3864984	ERR1775375/ERR1775375_1.fastq.gz	ERR1775375/ERR1775375_2.fastq.gz
SAMEA3864984	ERR1775393/ERR1775393_1.fastq.gz	ERR1775393/ERR1775393_2.fastq.gz
SAMEA3864984	ERR1775411/ERR1775411_1.fastq.gz	ERR1775411/ERR1775411_2.fastq.gz
SAMEA3864984	ERR1775429/ERR1775429_1.fastq.gz	ERR1775429/ERR1775429_2.fastq.gz
SAMEA3864984	ERR1775447/ERR1775447_1.fastq.gz	ERR1775447/ERR1775447_2.fastq.gz
SAMEA3864984	ERR1775465/ERR1775465_1.fastq.gz	ERR1775465/ERR1775465_2.fastq.gz
SAMEA3864984	ERR1775483/ERR1775483_1.fastq.gz	ERR1775483/ERR1775483_2.fastq.gz
SAMEA3864984	ERR1775501/ERR1775501_1.fastq.gz	ERR1775501/ERR1775501_2.fastq.gz
SAMEA3864984	ERR1775519/ERR1775519_1.fastq.gz	ERR1775519/ERR1775519_2.fastq.gz
SAMEA3864984	ERR1775610/ERR1775610_1.fastq.gz	ERR1775610/ERR1775610_2.fastq.gz
SAMEA3864984	ERR1775624/ERR1775624_1.fastq.gz	ERR1775624/ERR1775624_2.fastq.gz
SAMEA3864984	ERR1775638/ERR1775638_1.fastq.gz	ERR1775638/ERR1775638_2.fastq.gz
SAMEA3864985	ERR1775611/ERR1775611_1.fastq.gz	ERR1775611/ERR1775611_2.fastq.gz
SAMEA3864985	ERR1775625/ERR1775625_1.fastq.gz	ERR1775625/ERR1775625_2.fastq.gz
SAMEA3864985	ERR1775639/ERR1775639_1.fastq.gz	ERR1775639/ERR1775639_2.fastq.gz
SAMEA3864986	ERR1775323/ERR1775323_1.fastq.gz	ERR1775323/ERR1775323_2.fastq.gz
SAMEA3864986	ERR1775341/ERR1775341_1.fastq.gz	ERR1775341/ERR1775341_2.fastq.gz
SAMEA3864986	ERR1775359/ERR1775359_1.fastq.gz	ERR1775359/ERR1775359_2.fastq.gz
SAMEA3864986	ERR1775377/ERR1775377_1.fastq.gz	ERR1775377/ERR1775377_2.fastq.gz
SAMEA3864986	ERR1775395/ERR1775395_1.fastq.gz	ERR1775395/ERR1775395_2.fastq.gz
SAMEA3864986	ERR1775413/ERR1775413_1.fastq.gz	ERR1775413/ERR1775413_2.fastq.gz
SAMEA3864986	ERR1775431/ERR1775431_1.fastq.gz	ERR1775431/ERR1775431_2.fastq.gz
SAMEA3864986	ERR1775449/ERR1775449_1.fastq.gz	ERR1775449/ERR1775449_2.fastq.gz
SAMEA3864986	ERR1775467/ERR1775467_1.fastq.gz	ERR1775467/ERR1775467_2.fastq.gz
SAMEA3864986	ERR1775485/ERR1775485_1.fastq.gz	ERR1775485/ERR1775485_2.fastq.gz
SAMEA3864986	ERR1775503/ERR1775503_1.fastq.gz	ERR1775503/ERR1775503_2.fastq.gz
SAMEA3864986	ERR1775612/ERR1775612_1.fastq.gz	ERR1775612/ERR1775612_2.fastq.gz
SAMEA3864986	ERR1775626/ERR1775626_1.fastq.gz	ERR1775626/ERR1775626_2.fastq.gz
SAMEA3864986	ERR1775640/ERR1775640_1.fastq.gz	ERR1775640/ERR1775640_2.fastq.gz
SAMEA3864987	ERR1775336/ERR1775336_1.fastq.gz	ERR1775336/ERR1775336_2.fastq.gz
SAMEA3864987	ERR1775354/ERR1775354_1.fastq.gz	ERR1775354/ERR1775354_2.fastq.gz
SAMEA3864987	ERR1775372/ERR1775372_1.fastq.gz	ERR1775372/ERR1775372_2.fastq.gz
SAMEA3864987	ERR1775390/ERR1775390_1.fastq.gz	ERR1775390/ERR1775390_2.fastq.gz
SAMEA3864987	ERR1775408/ERR1775408_1.fastq.gz	ERR1775408/ERR1775408_2.fastq.gz
SAMEA3864987	ERR1775426/ERR1775426_1.fastq.gz	ERR1775426/ERR1775426_2.fastq.gz
SAMEA3864987	ERR1775444/ERR1775444_1.fastq.gz	ERR1775444/ERR1775444_2.fastq.gz
SAMEA3864987	ERR1775462/ERR1775462_1.fastq.gz	ERR1775462/ERR1775462_2.fastq.gz
SAMEA3864987	ERR1775480/ERR1775480_1.fastq.gz	ERR1775480/ERR1775480_2.fastq.gz
SAMEA3864987	ERR1775498/ERR1775498_1.fastq.gz	ERR1775498/ERR1775498_2.fastq.gz
SAMEA3864987	ERR1775516/ERR1775516_1.fastq.gz	ERR1775516/ERR1775516_2.fastq.gz
SAMEA3864987	ERR1775613/ERR1775613_1.fastq.gz	ERR1775613/ERR1775613_2.fastq.gz
SAMEA3864987	ERR1775627/ERR1775627_1.fastq.gz	ERR1775627/ERR1775627_2.fastq.gz
SAMEA3864987	ERR1775641/ERR1775641_1.fastq.gz	ERR1775641/ERR1775641_2.fastq.gz
SAMEA3864988	ERR1775614/ERR1775614_1.fastq.gz	ERR1775614/ERR1775614_2.fastq.gz
SAMEA3864988	ERR1775628/ERR1775628_1.fastq.gz	ERR1775628/ERR1775628_2.fastq.gz
SAMEA3864988	ERR1775642/ERR1775642_1.fastq.gz	ERR1775642/ERR1775642_2.fastq.gz
SAMEA3864989	ERR1775325/ERR1775325_1.fastq.gz	ERR1775325/ERR1775325_2.fastq.gz
SAMEA3864989	ERR1775343/ERR1775343_1.fastq.gz	ERR1775343/ERR1775343_2.fastq.gz
SAMEA3864989	ERR1775361/ERR1775361_1.fastq.gz	ERR1775361/ERR1775361_2.fastq.gz
SAMEA3864989	ERR1775379/ERR1775379_1.fastq.gz	ERR1775379/ERR1775379_2.fastq.gz
SAMEA3864989	ERR1775397/ERR1775397_1.fastq.gz	ERR1775397/ERR1775397_2.fastq.gz
SAMEA3864989	ERR1775415/ERR1775415_1.fastq.gz	ERR1775415/ERR1775415_2.fastq.gz
SAMEA3864989	ERR1775433/ERR1775433_1.fastq.gz	ERR1775433/ERR1775433_2.fastq.gz
SAMEA3864989	ERR1775451/ERR1775451_1.fastq.gz	ERR1775451/ERR1775451_2.fastq.gz
SAMEA3864989	ERR1775469/ERR1775469_1.fastq.gz	ERR1775469/ERR1775469_2.fastq.gz
SAMEA3864989	ERR1775487/ERR1775487_1.fastq.gz	ERR1775487/ERR1775487_2.fastq.gz
SAMEA3864989	ERR1775505/ERR1775505_1.fastq.gz	ERR1775505/ERR1775505_2.fastq.gz
SAMEA3864989	ERR1775615/ERR1775615_1.fastq.gz	ERR1775615/ERR1775615_2.fastq.gz
SAMEA3864989	ERR1775629/ERR1775629_1.fastq.gz	ERR1775629/ERR1775629_2.fastq.gz
SAMEA3864989	ERR1775643/ERR1775643_1.fastq.gz	ERR1775643/ERR1775643_2.fastq.gz
SAMEA3864990	ERR1775324/ERR1775324_1.fastq.gz	ERR1775324/ERR1775324_2.fastq.gz
SAMEA3864990	ERR1775342/ERR1775342_1.fastq.gz	ERR1775342/ERR1775342_2.fastq.gz
SAMEA3864990	ERR1775360/ERR1775360_1.fastq.gz	ERR1775360/ERR1775360_2.fastq.gz
SAMEA3864990	ERR1775378/ERR1775378_1.fastq.gz	ERR1775378/ERR1775378_2.fastq.gz
SAMEA3864990	ERR1775396/ERR1775396_1.fastq.gz	ERR1775396/ERR1775396_2.fastq.gz
SAMEA3864990	ERR1775414/ERR1775414_1.fastq.gz	ERR1775414/ERR1775414_2.fastq.gz
SAMEA3864990	ERR1775432/ERR1775432_1.fastq.gz	ERR1775432/ERR1775432_2.fastq.gz
SAMEA3864990	ERR1775450/ERR1775450_1.fastq.gz	ERR1775450/ERR1775450_2.fastq.gz
SAMEA3864990	ERR1775468/ERR1775468_1.fastq.gz	ERR1775468/ERR1775468_2.fastq.gz
SAMEA3864990	ERR1775486/ERR1775486_1.fastq.gz	ERR1775486/ERR1775486_2.fastq.gz
SAMEA3864990	ERR1775504/ERR1775504_1.fastq.gz	ERR1775504/ERR1775504_2.fastq.gz
SAMEA3864990	ERR1775616/ERR1775616_1.fastq.gz	ERR1775616/ERR1775616_2.fastq.gz
SAMEA3864990	ERR1775630/ERR1775630_1.fastq.gz	ERR1775630/ERR1775630_2.fastq.gz
SAMEA3864990	ERR1775644/ERR1775644_1.fastq.gz	ERR1775644/ERR1775644_2.fastq.gz
SAMEA3864991	ERR1775340/ERR1775340_1.fastq.gz	ERR1775340/ERR1775340_2.fastq.gz
SAMEA3864991	ERR1775358/ERR1775358_1.fastq.gz	ERR1775358/ERR1775358_2.fastq.gz
SAMEA3864991	ERR1775376/ERR1775376_1.fastq.gz	ERR1775376/ERR1775376_2.fastq.gz
SAMEA3864991	ERR1775394/ERR1775394_1.fastq.gz	ERR1775394/ERR1775394_2.fastq.gz
SAMEA3864991	ERR1775412/ERR1775412_1.fastq.gz	ERR1775412/ERR1775412_2.fastq.gz
SAMEA3864991	ERR1775430/ERR1775430_1.fastq.gz	ERR1775430/ERR1775430_2.fastq.gz
SAMEA3864991	ERR1775448/ERR1775448_1.fastq.gz	ERR1775448/ERR1775448_2.fastq.gz
SAMEA3864991	ERR1775466/ERR1775466_1.fastq.gz	ERR1775466/ERR1775466_2.fastq.gz
SAMEA3864991	ERR1775484/ERR1775484_1.fastq.gz	ERR1775484/ERR1775484_2.fastq.gz
SAMEA3864991	ERR1775502/ERR1775502_1.fastq.gz	ERR1775502/ERR1775502_2.fastq.gz
SAMEA3864991	ERR1775520/ERR1775520_1.fastq.gz	ERR1775520/ERR1775520_2.fastq.gz
SAMEA3864991	ERR1775603/ERR1775603_1.fastq.gz	ERR1775603/ERR1775603_2.fastq.gz
SAMEA3864991	ERR1775617/ERR1775617_1.fastq.gz	ERR1775617/ERR1775617_2.fastq.gz
SAMEA3864991	ERR1775631/ERR1775631_1.fastq.gz	ERR1775631/ERR1775631_2.fastq.gz
SAMEA3864992	ERR1775604/ERR1775604_1.fastq.gz	ERR1775604/ERR1775604_2.fastq.gz
SAMEA3864992	ERR1775618/ERR1775618_1.fastq.gz	ERR1775618/ERR1775618_2.fastq.gz
SAMEA3864992	ERR1775632/ERR1775632_1.fastq.gz	ERR1775632/ERR1775632_2.fastq.gz
SAMEA3864993	ERR1775605/ERR1775605_1.fastq.gz	ERR1775605/ERR1775605_2.fastq.gz
SAMEA3864993	ERR1775619/ERR1775619_1.fastq.gz	ERR1775619/ERR1775619_2.fastq.gz
SAMEA3864993	ERR1775633/ERR1775633_1.fastq.gz	ERR1775633/ERR1775633_2.fastq.gz
SAMEA3864994	ERR1775338/ERR1775338_1.fastq.gz	ERR1775338/ERR1775338_2.fastq.gz
SAMEA3864994	ERR1775356/ERR1775356_1.fastq.gz	ERR1775356/ERR1775356_2.fastq.gz
SAMEA3864994	ERR1775374/ERR1775374_1.fastq.gz	ERR1775374/ERR1775374_2.fastq.gz
SAMEA3864994	ERR1775392/ERR1775392_1.fastq.gz	ERR1775392/ERR1775392_2.fastq.gz
SAMEA3864994	ERR1775410/ERR1775410_1.fastq.gz	ERR1775410/ERR1775410_2.fastq.gz
SAMEA3864994	ERR1775428/ERR1775428_1.fastq.gz	ERR1775428/ERR1775428_2.fastq.gz
SAMEA3864994	ERR1775446/ERR1775446_1.fastq.gz	ERR1775446/ERR1775446_2.fastq.gz
SAMEA3864994	ERR1775464/ERR1775464_1.fastq.gz	ERR1775464/ERR1775464_2.fastq.gz
SAMEA3864994	ERR1775482/ERR1775482_1.fastq.gz	ERR1775482/ERR1775482_2.fastq.gz
SAMEA3864994	ERR1775500/ERR1775500_1.fastq.gz	ERR1775500/ERR1775500_2.fastq.gz
SAMEA3864994	ERR1775518/ERR1775518_1.fastq.gz	ERR1775518/ERR1775518_2.fastq.gz
SAMEA3864994	ERR1775606/ERR1775606_1.fastq.gz	ERR1775606/ERR1775606_2.fastq.gz
SAMEA3864994	ERR1775620/ERR1775620_1.fastq.gz	ERR1775620/ERR1775620_2.fastq.gz
SAMEA3864994	ERR1775634/ERR1775634_1.fastq.gz	ERR1775634/ERR1775634_2.fastq.gz
SAMEA3864995	ERR1775607/ERR1775607_1.fastq.gz	ERR1775607/ERR1775607_2.fastq.gz
SAMEA3864995	ERR1775621/ERR1775621_1.fastq.gz	ERR1775621/ERR1775621_2.fastq.gz
SAMEA3864995	ERR1775635/ERR1775635_1.fastq.gz	ERR1775635/ERR1775635_2.fastq.gz
SAMEA3864996	ERR1775608/ERR1775608_1.fastq.gz	ERR1775608/ERR1775608_2.fastq.gz
SAMEA3864996	ERR1775622/ERR1775622_1.fastq.gz	ERR1775622/ERR1775622_2.fastq.gz
SAMEA3864996	ERR1775636/ERR1775636_1.fastq.gz	ERR1775636/ERR1775636_2.fastq.gz
SAMEA3864998	ERR1775337/ERR1775337_1.fastq.gz	ERR1775337/ERR1775337_2.fastq.gz
SAMEA3864998	ERR1775355/ERR1775355_1.fastq.gz	ERR1775355/ERR1775355_2.fastq.gz
SAMEA3864998	ERR1775373/ERR1775373_1.fastq.gz	ERR1775373/ERR1775373_2.fastq.gz
SAMEA3864998	ERR1775391/ERR1775391_1.fastq.gz	ERR1775391/ERR1775391_2.fastq.gz
SAMEA3864998	ERR1775409/ERR1775409_1.fastq.gz	ERR1775409/ERR1775409_2.fastq.gz
SAMEA3864998	ERR1775427/ERR1775427_1.fastq.gz	ERR1775427/ERR1775427_2.fastq.gz
SAMEA3864998	ERR1775445/ERR1775445_1.fastq.gz	ERR1775445/ERR1775445_2.fastq.gz
SAMEA3864998	ERR1775463/ERR1775463_1.fastq.gz	ERR1775463/ERR1775463_2.fastq.gz
SAMEA3864998	ERR1775481/ERR1775481_1.fastq.gz	ERR1775481/ERR1775481_2.fastq.gz
SAMEA3864998	ERR1775499/ERR1775499_1.fastq.gz	ERR1775499/ERR1775499_2.fastq.gz
SAMEA3864998	ERR1775517/ERR1775517_1.fastq.gz	ERR1775517/ERR1775517_2.fastq.gz
SAMEA3864998	ERR1775609/ERR1775609_1.fastq.gz	ERR1775609/ERR1775609_2.fastq.gz
SAMEA3864998	ERR1775623/ERR1775623_1.fastq.gz	ERR1775623/ERR1775623_2.fastq.gz
SAMEA3864998	ERR1775637/ERR1775637_1.fastq.gz	ERR1775637/ERR1775637_2.fastq.gz
